Score,KILLS,DEATH,PING,TEAM,DAMAGE,MultiKillLevel0,MultiKillLevel1,MultiKillLevel2,MultiKillLevel3,MultiKillLevel4,SpreeKillLevel0,SpreeKillLevel1,SpreeKillLevel2,SpreeKillLevel3,SpreeKillLevel4,MATCHID,PLAYERID,PlayerName,Winner
273.499939,56,28,40.0,Red,6399,6,0,0,0,0,4,1,0,0,0,961,b6ad99d3cacd4df09141083bb699fd33,therealfusion,Red
135.600006,15,36,36.0,Blue,2226,0,0,0,0,0,0,0,0,0,0,961,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Red
197.699997,31,41,48.0,Red,5311,1,0,0,0,0,0,0,0,0,0,961,cc1b709905ec4359b04bc2f4060eacdb,bdy,Red
239.300323,36,32,104.0,Red,4448,5,0,0,0,0,1,0,0,0,0,961,03589798df604f759e273d9ffe5fff74,Vicarious_,Red
210.500214,28,28,48.0,Red,3452,1,0,0,0,0,0,0,0,0,0,961,82cf781fe624480594f0c535c1e512b9,Maddeh,Red
218.200012,33,30,48.0,Blue,6440,1,0,0,0,0,0,0,0,0,0,961,fa58a598a894468283c7423dc8cabde5,blackmane-,Red
118.499931,38,22,76.0,Blue,4843,5,1,0,0,0,4,0,0,0,0,961,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Red
120.599922,14,43,64.0,Red,2947,0,0,0,0,0,0,0,0,0,0,961,3798c79d0f654877a7f8dea582fabed5,emc.clark.kent,Red
253.200104,34,37,24.0,Blue,5405,4,1,0,0,0,0,0,0,0,0,961,bf042cbc6fe64a928dbcc62bac9cfafb,KillerInstinct,Red
357.100006,47,41,48.0,Blue,6786,3,0,0,0,0,3,0,0,0,0,961,5d92565ea6bc4da0a71392ebc03be776,xios,Red
374.700073,44,37,52.0,Blue,7808,2,0,0,0,0,1,0,0,0,0,962,5d92565ea6bc4da0a71392ebc03be776,xios,Red
382.100128,61,33,40.0,Red,7890,7,0,0,0,0,3,0,0,0,0,962,b6ad99d3cacd4df09141083bb699fd33,therealfusion,Red
151.199997,39,42,80.0,Blue,6038,2,0,0,0,0,0,0,0,0,0,962,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Red
215.100189,20,38,40.0,Blue,3361,0,0,0,0,0,0,0,0,0,0,962,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Red
227.700256,24,43,52.0,Red,2574,1,0,0,0,0,0,0,0,0,0,962,82cf781fe624480594f0c535c1e512b9,Maddeh,Red
156.700165,35,38,24.0,Blue,3785,0,0,0,0,0,0,0,0,0,0,962,bf042cbc6fe64a928dbcc62bac9cfafb,KillerInstinct,Red
285.300568,31,29,108.0,Red,5044,1,0,0,0,0,1,0,0,0,0,962,03589798df604f759e273d9ffe5fff74,Vicarious_,Red
214.000031,20,54,64.0,Red,3214,1,0,0,0,0,0,0,0,0,0,962,3798c79d0f654877a7f8dea582fabed5,emc.clark.kent,Red
217.499939,53,38,52.0,Red,7359,4,1,0,0,0,1,0,0,0,0,962,cc1b709905ec4359b04bc2f4060eacdb,bdy,Red
297.900055,56,35,40.0,Blue,7118,3,1,0,0,0,3,0,0,0,0,962,fa58a598a894468283c7423dc8cabde5,blackmane-,Red
141.300049,30,39,40.0,Red,4714,4,0,0,0,0,1,0,0,0,0,963,b6ad99d3cacd4df09141083bb699fd33,therealfusion,Blue
330.400024,42,52,24.0,Red,6214,5,1,0,0,0,0,0,0,0,0,963,247f5a3e45e5418bb2079066d445f112,Kngkyle,Blue
123.999893,26,35,40.0,Blue,4487,2,0,0,0,0,0,0,0,0,0,963,b875ffe69cd54de28de66cadb8a99a18,L1ghtn1ngfast,Blue
199.500732,31,34,112.0,Blue,4497,3,0,0,0,0,0,0,0,0,0,963,b8d23b3de9264ced86b4ec96f927ea6f,acme_,Blue
151.200104,27,36,108.0,Red,3501,1,0,0,0,0,0,0,0,0,0,963,03589798df604f759e273d9ffe5fff74,Vicarious_,Blue
244.700104,50,37,56.0,Red,7130,6,0,0,0,0,3,0,0,0,0,963,2b5dcf972d5f4f94a068ce1907cf72a9,linoleum,Blue
362.600403,62,28,36.0,Blue,7451,11,1,0,0,0,5,1,0,0,0,963,9abaa1d4407b4bd0888672e297ab79c2,xelfer,Blue
215.300385,47,37,52.0,Blue,6203,2,0,0,0,0,2,0,0,0,0,963,cc1b709905ec4359b04bc2f4060eacdb,bdy,Blue
235.0,29,38,48.0,Blue,6760,2,0,0,0,0,0,0,0,0,0,963,7dea8db714d544019794b927f1fb249b,sLipZ-,Blue
118.799942,22,37,76.0,Red,4559,3,0,0,0,0,0,0,0,0,0,963,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
238.100388,49,42,36.0,Red,6179,5,1,0,0,0,2,0,0,0,0,964,b6ad99d3cacd4df09141083bb699fd33,therealfusion,Blue
182.599884,33,40,76.0,Red,5412,2,0,0,0,0,1,0,0,0,0,964,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
248.600113,38,50,28.0,Red,5418,0,0,0,0,0,1,0,0,0,0,964,247f5a3e45e5418bb2079066d445f112,Kngkyle,Blue
282.500122,36,39,44.0,Blue,6105,1,0,0,0,0,0,0,0,0,0,964,7dea8db714d544019794b927f1fb249b,sLipZ-,Blue
153.799988,35,41,56.0,Red,4406,5,0,0,0,0,2,0,0,0,0,964,2b5dcf972d5f4f94a068ce1907cf72a9,linoleum,Blue
193.500168,27,34,48.0,Blue,4845,0,0,0,0,0,0,0,0,0,0,964,cc1b709905ec4359b04bc2f4060eacdb,bdy,Blue
260.80011,37,34,116.0,Blue,4636,8,0,0,0,0,1,0,0,0,0,964,b8d23b3de9264ced86b4ec96f927ea6f,acme_,Blue
140.899902,28,46,108.0,Red,4529,3,1,0,0,0,0,0,0,0,0,964,03589798df604f759e273d9ffe5fff74,Vicarious_,Blue
265.00058,44,35,40.0,Blue,5528,3,1,0,0,0,1,0,0,0,0,964,b875ffe69cd54de28de66cadb8a99a18,L1ghtn1ngfast,Blue
464.200012,66,44,32.0,Blue,7239,5,2,0,0,0,2,0,0,0,0,964,9abaa1d4407b4bd0888672e297ab79c2,xelfer,Blue
43.299976,18,43,108.0,Blue,3128,0,0,0,0,0,0,0,0,0,0,965,b8d23b3de9264ced86b4ec96f927ea6f,acme_,Red
260.200012,44,34,48.0,Red,6083,3,1,1,0,0,4,0,0,0,0,965,5d92565ea6bc4da0a71392ebc03be776,xios,Red
256.0,36,26,40.0,Red,5312,1,1,0,0,0,2,0,0,0,0,965,f1a92287ff034123a2e848f39206c881,ttv.fallacy_,Red
176.0,28,35,28.0,Blue,4775,1,0,0,0,0,1,0,0,0,0,965,247f5a3e45e5418bb2079066d445f112,Kngkyle,Red
189.200012,46,26,44.0,Blue,6587,5,1,0,0,0,2,1,0,0,0,965,7dea8db714d544019794b927f1fb249b,sLipZ-,Red
166.099915,26,35,52.0,Red,3919,1,0,0,0,0,1,0,0,0,0,965,cc1b709905ec4359b04bc2f4060eacdb,bdy,Red
273.700012,49,18,40.0,Red,6990,4,0,0,0,0,3,0,0,0,0,965,b6ad99d3cacd4df09141083bb699fd33,therealfusion,Red
64.799973,33,42,40.0,Blue,5411,3,0,0,0,0,0,0,0,0,0,965,fa58a598a894468283c7423dc8cabde5,blackmane-,Red
142.09993,35,36,32.0,Red,4984,4,0,0,0,0,1,0,0,0,0,965,9dffe4d1c76b41acb5e432d8e3a1f68f,KICKFLIPGOD,Red
29.80002,20,47,40.0,Blue,3406,1,0,0,0,0,0,0,0,0,0,965,b066fe72291f40fa81175d31632541f6,pb.,Red
393.0,48,30,48.0,Blue,6820,5,0,0,0,0,3,0,0,0,0,966,f1a92287ff034123a2e848f39206c881,ttv.fallacy_,Blue
194.399963,43,45,44.0,Blue,6267,1,0,0,0,0,0,0,0,0,0,966,fa58a598a894468283c7423dc8cabde5,blackmane-,Blue
227.899979,32,56,76.0,Blue,4801,3,0,0,0,0,0,0,0,0,0,966,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
378.200012,49,34,32.0,Blue,7353,5,0,0,0,0,2,0,0,0,0,966,9dffe4d1c76b41acb5e432d8e3a1f68f,KICKFLIPGOD,Blue
299.399994,56,27,56.0,Red,7167,2,1,0,0,0,3,0,0,0,0,966,7dea8db714d544019794b927f1fb249b,sLipZ-,Blue
251.500031,35,41,28.0,Red,6968,4,0,0,0,0,0,0,0,0,0,966,247f5a3e45e5418bb2079066d445f112,Kngkyle,Blue
129.999985,33,57,32.0,Red,5096,2,0,0,0,0,0,0,0,0,0,966,275235c4aab949f9b094941da93fa61b,krypt,Blue
120.199989,32,38,80.0,Blue,5987,3,0,0,0,0,1,0,0,0,0,966,038156a285ff4ed2ae9d73900693207a,KylieJenner,Blue
166.800293,49,41,48.0,Red,6795,7,0,0,0,0,2,0,0,0,0,966,b6ad99d3cacd4df09141083bb699fd33,therealfusion,Blue
76.999962,21,50,52.0,Red,3504,1,0,0,0,0,0,0,0,0,0,966,cc1b709905ec4359b04bc2f4060eacdb,bdy,Blue
137.30014,24,45,76.0,Blue,3617,2,0,0,0,0,0,0,0,0,0,967,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Red
230.500137,37,42,44.0,Red,5780,1,0,0,0,0,1,0,0,0,0,967,b6ad99d3cacd4df09141083bb699fd33,therealfusion,Red
255.0,42,38,28.0,Red,5722,4,0,0,0,0,1,1,0,0,0,967,247f5a3e45e5418bb2079066d445f112,Kngkyle,Red
205.699982,30,39,36.0,Red,4109,3,0,0,0,0,1,0,0,0,0,967,275235c4aab949f9b094941da93fa61b,krypt,Red
200.800049,29,29,48.0,Blue,4519,1,0,0,0,0,0,0,0,0,0,967,f1a92287ff034123a2e848f39206c881,ttv.fallacy_,Red
142.399994,37,40,80.0,Blue,6805,6,0,0,0,0,2,0,0,0,0,967,038156a285ff4ed2ae9d73900693207a,KylieJenner,Red
115.399956,51,39,40.0,Blue,6342,6,1,0,0,0,2,0,0,0,0,967,fa58a598a894468283c7423dc8cabde5,blackmane-,Red
133.699982,44,27,56.0,Red,7572,5,0,0,0,0,4,0,0,0,0,967,7dea8db714d544019794b927f1fb249b,sLipZ-,Red
287.0,35,35,32.0,Blue,5535,3,0,0,0,0,2,0,0,0,0,967,9dffe4d1c76b41acb5e432d8e3a1f68f,KICKFLIPGOD,Red
139.0,31,37,52.0,Red,3932,2,0,0,0,0,0,0,0,0,0,967,cc1b709905ec4359b04bc2f4060eacdb,bdy,Red
302.400085,43,40,44.0,Blue,5617,1,0,0,0,0,0,0,0,0,0,968,f1a92287ff034123a2e848f39206c881,ttv.fallacy_,Red
308.800537,61,37,44.0,Red,8189,3,0,0,0,0,4,0,0,0,0,968,b6ad99d3cacd4df09141083bb699fd33,therealfusion,Red
208.300079,43,32,52.0,Red,5825,4,0,0,0,0,1,0,0,0,0,968,7dea8db714d544019794b927f1fb249b,sLipZ-,Red
314.0,48,57,28.0,Red,6208,4,0,0,0,0,1,0,0,0,0,968,247f5a3e45e5418bb2079066d445f112,Kngkyle,Red
342.100067,46,52,28.0,Blue,5740,4,0,0,0,0,2,0,0,0,0,968,9dffe4d1c76b41acb5e432d8e3a1f68f,KICKFLIPGOD,Red
171.900116,37,43,44.0,Blue,5719,3,0,0,0,0,1,0,0,0,0,968,fa58a598a894468283c7423dc8cabde5,blackmane-,Red
216.800476,27,50,52.0,Red,4156,3,0,0,0,0,0,0,0,0,0,968,cc1b709905ec4359b04bc2f4060eacdb,bdy,Red
170.200195,32,44,76.0,Blue,4445,2,0,0,0,0,2,0,0,0,0,968,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Red
291.700012,33,48,36.0,Red,5294,3,1,0,0,0,0,0,0,0,0,968,275235c4aab949f9b094941da93fa61b,krypt,Red
150.999969,54,42,76.0,Blue,6825,5,0,0,0,0,1,0,0,0,0,968,038156a285ff4ed2ae9d73900693207a,KylieJenner,Red
465.100067,86,9,32.0,Blue,9979,7,1,1,0,0,5,2,2,2,2,969,9abaa1d4407b4bd0888672e297ab79c2,xelfer,Blue
168.500076,21,33,148.0,Blue,3281,1,0,0,0,0,0,0,0,0,0,969,08eb7e9e81ab4af781c6baae506d5766,Sheep11111,Blue
239.999985,26,45,28.0,Blue,3937,0,0,0,0,0,0,0,0,0,0,969,27ac9520952448188c49d93671fbb7a5,riffage,Blue
329.100006,39,30,36.0,Red,5826,3,0,0,0,0,3,0,0,0,0,969,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Blue
150.099976,31,43,108.0,Red,5598,0,0,0,0,0,0,0,0,0,0,969,03589798df604f759e273d9ffe5fff74,Vicarious_,Blue
131.299866,11,40,80.0,Blue,2477,1,0,0,0,0,0,0,0,0,0,969,cf29f1100e754f1cb04d6d8c18feffc4,x_WaR_xX,Blue
171.400055,26,41,28.0,Red,3596,0,0,0,0,0,0,0,0,0,0,969,bf042cbc6fe64a928dbcc62bac9cfafb,KillerInstinct,Blue
135.999969,19,57,68.0,Blue,2663,1,0,0,0,0,0,0,0,0,0,969,3798c79d0f654877a7f8dea582fabed5,emc.clark.kent,Blue
329.500031,62,5,44.0,Red,8281,7,0,0,0,0,2,2,1,1,1,969,9d10daebc1074f90bf16c90de19552b0,Darth,Blue
118.799973,25,47,88.0,Red,3514,1,0,0,0,0,0,0,0,0,0,969,a33ad068c9db4fe4b799790364fd2db0,RARS,Blue
256.900116,41,17,28.0,Blue,6088,1,0,0,0,0,3,1,1,0,0,970,9abaa1d4407b4bd0888672e297ab79c2,xelfer,Red
232.900055,35,10,44.0,Red,5123,1,0,0,0,0,2,1,0,0,0,970,9d10daebc1074f90bf16c90de19552b0,Darth,Red
186.100128,27,29,28.0,Red,3969,2,0,0,0,0,0,0,0,0,0,970,bf042cbc6fe64a928dbcc62bac9cfafb,KillerInstinct,Red
62.899994,12,31,64.0,Blue,2328,0,0,0,0,0,0,0,0,0,0,970,3798c79d0f654877a7f8dea582fabed5,emc.clark.kent,Red
116.0,13,25,28.0,Blue,2085,1,0,0,0,0,1,0,0,0,0,970,27ac9520952448188c49d93671fbb7a5,riffage,Red
198.800079,21,24,80.0,Red,2920,2,1,0,0,0,1,0,0,0,0,970,a33ad068c9db4fe4b799790364fd2db0,RARS,Red
235.0,27,16,40.0,Red,3053,0,0,0,0,0,1,1,0,0,0,970,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Red
114.699921,20,10,108.0,Red,4561,0,0,0,0,0,2,0,0,0,0,970,03589798df604f759e273d9ffe5fff74,Vicarious_,Red
49.099983,18,33,144.0,Blue,3379,1,0,0,0,0,0,0,0,0,0,970,08eb7e9e81ab4af781c6baae506d5766,Sheep11111,Red
50.599892,4,25,76.0,Blue,1408,0,0,0,0,0,0,0,0,0,0,970,cf29f1100e754f1cb04d6d8c18feffc4,x_WaR_xX,Red
71.199966,13,10,44.0,Red,2128,0,0,0,0,0,1,0,0,0,0,971,9d10daebc1074f90bf16c90de19552b0,Darth,Blue
188.0,37,9,32.0,Blue,4299,3,1,0,0,0,3,2,0,0,0,971,9abaa1d4407b4bd0888672e297ab79c2,xelfer,Blue
56.79998,15,21,40.0,Red,2514,2,0,0,0,0,0,0,0,0,0,971,fa58a598a894468283c7423dc8cabde5,blackmane-,Blue
16.500008,7,24,76.0,Red,730,0,0,0,0,0,0,0,0,0,0,971,cf29f1100e754f1cb04d6d8c18feffc4,x_WaR_xX,Blue
117.099983,15,17,28.0,Blue,2255,0,0,0,0,0,1,0,0,0,0,971,bf042cbc6fe64a928dbcc62bac9cfafb,KillerInstinct,Blue
93.399994,10,14,80.0,Blue,1727,1,0,0,0,0,0,0,0,0,0,971,a33ad068c9db4fe4b799790364fd2db0,RARS,Blue
23.400003,15,14,40.0,Red,2577,1,0,0,0,0,0,0,0,0,0,971,6da5079be2a0431abb456651f55f1eb8,Bizygha,Blue
60.499969,6,12,52.0,Blue,1218,1,0,0,0,0,0,0,0,0,0,971,cc1b709905ec4359b04bc2f4060eacdb,bdy,Blue
64.199997,11,16,36.0,Red,1997,0,0,0,0,0,0,0,0,0,0,971,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Blue
183.100098,17,10,76.0,Blue,2007,2,0,0,0,0,1,0,0,0,0,971,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
440.500031,56,49,48.0,Red,8616,4,1,0,0,0,1,0,0,0,0,972,9d10daebc1074f90bf16c90de19552b0,Darth,Blue
227.0,39,40,32.0,Blue,5441,3,0,0,0,0,0,0,0,0,0,972,bf042cbc6fe64a928dbcc62bac9cfafb,KillerInstinct,Blue
217.800247,50,35,76.0,Blue,6655,4,1,0,0,0,0,0,0,0,0,972,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
218.900146,31,55,40.0,Red,4739,1,0,0,0,0,0,0,0,0,0,972,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Blue
137.200012,28,41,44.0,Red,4905,3,0,0,0,0,0,0,0,0,0,972,6da5079be2a0431abb456651f55f1eb8,Bizygha,Blue
178.200012,25,34,52.0,Blue,3372,0,0,0,0,0,0,0,0,0,0,972,cc1b709905ec4359b04bc2f4060eacdb,bdy,Blue
233.699982,34,49,80.0,Blue,5133,1,0,0,0,0,1,0,0,0,0,972,a33ad068c9db4fe4b799790364fd2db0,RARS,Blue
243.800262,38,44,48.0,Red,5696,2,0,0,0,0,0,0,0,0,0,972,fa58a598a894468283c7423dc8cabde5,blackmane-,Blue
154.400009,20,57,76.0,Red,2813,2,0,0,0,0,0,0,0,0,0,972,cf29f1100e754f1cb04d6d8c18feffc4,x_WaR_xX,Blue
585.100037,90,22,36.0,Blue,12904,8,2,0,0,0,8,1,1,0,0,972,9abaa1d4407b4bd0888672e297ab79c2,xelfer,Blue
284.900696,43,29,76.0,Blue,5579,7,0,0,0,0,3,0,0,0,0,973,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
149.400116,19,47,32.0,Red,2580,1,0,0,0,0,0,0,0,0,0,973,27ac9520952448188c49d93671fbb7a5,riffage,Blue
202.400177,24,35,36.0,Red,3018,1,0,0,0,0,0,0,0,0,0,973,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Blue
429.0,47,44,36.0,Red,7183,2,0,0,0,0,2,0,0,0,0,973,b066fe72291f40fa81175d31632541f6,pb.,Blue
175.000061,46,40,40.0,Red,6533,5,0,0,0,0,3,0,0,0,0,973,6da5079be2a0431abb456651f55f1eb8,Bizygha,Blue
377.0,52,40,48.0,Blue,7001,4,0,0,0,0,1,0,0,0,0,973,9d10daebc1074f90bf16c90de19552b0,Darth,Blue
305.0,56,39,40.0,Blue,7154,9,1,0,0,0,3,0,0,0,0,973,fa58a598a894468283c7423dc8cabde5,blackmane-,Blue
275.100769,47,23,68.0,Red,7228,2,0,0,0,0,4,1,0,0,0,973,e64c613bd77644ac8f6271959ab656c5,inceptoS,Blue
196.800247,9,44,76.0,Blue,2416,0,0,0,0,0,0,0,0,0,0,973,cf29f1100e754f1cb04d6d8c18feffc4,x_WaR_xX,Blue
145.200165,21,34,32.0,Blue,3083,0,0,0,0,0,0,0,0,0,0,973,4b60680ccb7241178e68f13e91acc008,Geetee,Blue
591.0,128,67,28.0,Blue,16000,28,8,4,3,0,7,1,0,0,0,974,9abaa1d4407b4bd0888672e297ab79c2,xelfer,Blue
209.0,67,128,32.0,Red,8358,13,5,1,0,0,0,0,0,0,0,974,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Blue
78.199966,13,20,52.0,Blue,2553,1,0,0,0,0,0,0,0,0,0,975,82cf781fe624480594f0c535c1e512b9,Maddeh,Blue
196.40007,28,20,108.0,Blue,4350,2,1,1,0,0,1,0,0,0,0,975,03589798df604f759e273d9ffe5fff74,Vicarious_,Blue
62.499966,25,29,36.0,Red,3941,1,0,0,0,0,0,0,0,0,0,975,b875ffe69cd54de28de66cadb8a99a18,L1ghtn1ngfast,Blue
119.899979,26,20,80.0,Blue,2830,2,0,0,0,0,1,0,0,0,0,975,a33ad068c9db4fe4b799790364fd2db0,RARS,Blue
241.5,33,22,28.0,Blue,5190,3,0,0,0,0,1,1,0,0,0,975,247f5a3e45e5418bb2079066d445f112,Kngkyle,Blue
127.199997,24,31,72.0,Red,2735,1,1,0,0,0,1,0,0,0,0,975,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
67.300003,13,25,40.0,Red,2795,1,0,0,0,0,0,0,0,0,0,975,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Blue
105.0,9,30,64.0,Red,2497,0,0,0,0,0,0,0,0,0,0,975,3798c79d0f654877a7f8dea582fabed5,emc.clark.kent,Blue
216.700043,34,25,52.0,Blue,4700,3,0,0,0,0,2,0,0,0,0,975,4ddcf09ab5774cbe9ed1f9d5b7e7751e,PaWwEeZy,Blue
176.700165,33,22,40.0,Red,4795,3,0,0,0,0,1,0,0,0,0,975,b6ad99d3cacd4df09141083bb699fd33,therealfusion,Blue
173.099991,85,3,68.0,Blue,8775,17,6,1,0,0,3,2,1,1,1,976,564a7e4288ae40fead27ec824cbb1102,Met`,Blue
364.200012,36,46,32.0,Blue,6344,0,0,0,0,0,0,0,0,0,0,977,247f5a3e45e5418bb2079066d445f112,Kngkyle,Blue
137.600037,33,49,76.0,Red,6061,2,0,0,0,0,0,0,0,0,0,977,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
226.400024,22,37,40.0,Red,4736,0,0,0,0,0,0,0,0,0,0,977,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Blue
245.5,43,43,84.0,Blue,4943,3,1,0,0,0,1,0,0,0,0,977,a33ad068c9db4fe4b799790364fd2db0,RARS,Blue
186.700043,27,37,64.0,Red,3226,0,0,0,0,0,0,0,0,0,0,977,3798c79d0f654877a7f8dea582fabed5,emc.clark.kent,Blue
226.200531,35,32,108.0,Blue,7049,4,0,0,0,0,2,0,0,0,0,977,03589798df604f759e273d9ffe5fff74,Vicarious_,Blue
135.500061,37,50,40.0,Red,5529,5,0,0,0,0,1,0,0,0,0,977,b875ffe69cd54de28de66cadb8a99a18,L1ghtn1ngfast,Blue
241.500366,62,35,44.0,Red,8914,5,0,0,0,0,1,0,0,0,0,977,b6ad99d3cacd4df09141083bb699fd33,therealfusion,Blue
220.100174,23,40,52.0,Blue,3501,1,0,0,0,0,0,0,0,0,0,977,82cf781fe624480594f0c535c1e512b9,Maddeh,Blue
409.700165,60,25,52.0,Blue,6966,9,2,0,0,0,3,0,0,0,0,977,4ddcf09ab5774cbe9ed1f9d5b7e7751e,PaWwEeZy,Blue
224.100067,38,38,36.0,Red,5285,2,0,0,0,0,0,0,0,0,0,978,b066fe72291f40fa81175d31632541f6,pb.,Blue
168.299942,13,31,48.0,Blue,2283,0,0,0,0,0,0,0,0,0,0,978,82cf781fe624480594f0c535c1e512b9,Maddeh,Blue
58.599983,17,34,36.0,Red,2723,0,0,0,0,0,0,0,0,0,0,978,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Blue
337.300018,40,20,32.0,Blue,5649,5,0,0,0,0,2,0,0,0,0,978,275235c4aab949f9b094941da93fa61b,krypt,Blue
190.700531,30,18,80.0,Red,4641,2,0,0,0,0,1,1,1,1,1,978,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
168.40004,22,22,152.0,Blue,3346,1,0,0,0,0,0,0,0,0,0,978,08eb7e9e81ab4af781c6baae506d5766,Sheep11111,Blue
51.899948,18,36,76.0,Red,2554,2,0,0,0,0,0,0,0,0,0,978,a33ad068c9db4fe4b799790364fd2db0,RARS,Blue
176.499969,25,39,24.0,Red,3869,1,0,0,0,0,0,0,0,0,0,978,bf042cbc6fe64a928dbcc62bac9cfafb,KillerInstinct,Blue
172.800232,37,33,40.0,Blue,4296,4,0,0,0,0,1,0,0,0,0,978,b875ffe69cd54de28de66cadb8a99a18,L1ghtn1ngfast,Blue
286.0,51,24,44.0,Blue,6016,8,0,0,0,0,3,0,0,0,0,978,fa58a598a894468283c7423dc8cabde5,blackmane-,Blue
227.400024,45,38,28.0,Red,6459,2,1,0,0,0,2,0,0,0,0,979,bf042cbc6fe64a928dbcc62bac9cfafb,KillerInstinct,Blue
142.399963,25,42,80.0,Red,4054,2,0,0,0,0,0,0,0,0,0,979,a33ad068c9db4fe4b799790364fd2db0,RARS,Blue
97.699883,23,40,88.0,Red,5457,2,0,0,0,0,0,0,0,0,0,979,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
71.699982,27,41,36.0,Red,4115,1,0,0,0,0,0,0,0,0,0,979,66968d22ef7e4eb183c52ce1ebb178aa,constablle,Blue
261.200012,44,37,36.0,Red,6508,1,0,0,0,0,3,0,0,0,0,979,b066fe72291f40fa81175d31632541f6,pb.,Blue
205.500595,47,37,36.0,Blue,6025,2,0,0,0,0,1,0,0,0,0,979,b875ffe69cd54de28de66cadb8a99a18,L1ghtn1ngfast,Blue
91.099907,22,41,48.0,Blue,2289,1,0,0,0,0,0,0,0,0,0,979,82cf781fe624480594f0c535c1e512b9,Maddeh,Blue
285.0,61,25,40.0,Blue,7395,5,1,0,0,0,5,2,0,0,0,979,fa58a598a894468283c7423dc8cabde5,blackmane-,Blue
156.900116,27,36,144.0,Blue,4994,0,0,0,0,0,0,0,0,0,0,979,08eb7e9e81ab4af781c6baae506d5766,Sheep11111,Blue
280.900116,36,29,32.0,Blue,5385,1,0,0,0,0,2,0,0,0,0,979,275235c4aab949f9b094941da93fa61b,krypt,Blue
164.699921,38,45,36.0,Blue,5797,2,0,0,0,0,0,0,0,0,0,980,b875ffe69cd54de28de66cadb8a99a18,L1ghtn1ngfast,Blue
224.900055,50,42,32.0,Blue,7905,6,1,0,0,0,1,0,0,0,0,980,9abaa1d4407b4bd0888672e297ab79c2,xelfer,Blue
254.100006,39,34,28.0,Blue,5365,2,0,0,0,0,1,0,0,0,0,980,247f5a3e45e5418bb2079066d445f112,Kngkyle,Blue
91.899963,30,43,28.0,Blue,4680,1,0,0,0,0,0,0,0,0,0,980,9dffe4d1c76b41acb5e432d8e3a1f68f,KICKFLIPGOD,Blue
230.100082,61,40,36.0,Red,7736,7,1,0,0,0,2,0,0,0,0,980,b6ad99d3cacd4df09141083bb699fd33,therealfusion,Blue
132.999908,20,49,32.0,Red,3726,0,0,0,0,0,0,0,0,0,0,980,275235c4aab949f9b094941da93fa61b,krypt,Blue
176.0,40,36,44.0,Red,5893,7,0,0,0,0,1,0,0,0,0,980,7dea8db714d544019794b927f1fb249b,sLipZ-,Blue
174.0,49,35,40.0,Red,6192,6,1,1,0,0,0,0,0,0,0,980,fa58a598a894468283c7423dc8cabde5,blackmane-,Blue
96.89994,30,46,72.0,Red,3589,3,0,0,0,0,0,0,0,0,0,980,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Blue
256.400024,47,41,48.0,Blue,7066,5,0,0,0,0,4,0,0,0,0,980,5d92565ea6bc4da0a71392ebc03be776,xios,Blue
118.099968,22,25,80.0,Red,3366,2,1,0,0,0,0,0,0,0,0,981,07e19a614135469b9419f42a2e37fb9f,ExitNextRight,Red
109.699974,35,26,32.0,Blue,5084,3,2,0,0,0,1,0,0,0,0,981,9abaa1d4407b4bd0888672e297ab79c2,xelfer,Red
185.800049,27,26,52.0,Blue,4440,2,1,0,0,0,1,0,0,0,0,981,5d92565ea6bc4da0a71392ebc03be776,xios,Red
65.599976,19,35,28.0,Blue,2971,0,0,0,0,0,0,0,0,0,0,981,9dffe4d1c76b41acb5e432d8e3a1f68f,KICKFLIPGOD,Red
248.0,42,21,48.0,Red,4794,5,1,0,0,0,2,0,0,0,0,981,7dea8db714d544019794b927f1fb249b,sLipZ-,Red
180.0,29,30,44.0,Red,4557,3,1,0,0,0,1,0,0,0,0,981,fa58a598a894468283c7423dc8cabde5,blackmane-,Red
